Season,League,Team,Player,Nation,Pos,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2022-2023,EreDivisie,Vitesse,Tomáš Hájek,,"DF,FW",30.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,13.0,3.0,2.0,60.0
2022-2023,EreDivisie,Vitesse,Simon Van Duivenbooden,NED,FW,20.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,19.0,29.6
2022-2023,EreDivisie,Vitesse,Thomas Buitink,NED,"FW,DF",22.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,
2022-2023,EreDivisie,Vitesse,Davy Pröpper,NED,MF,30.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,100.0
2022-2023,EreDivisie,Vitesse,Miliano Jonathans,NED,"FW,MF",18.0,2.0,0.0,0.0,4.0,2.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,7.0,3.0,4.0,42.9
2022-2023,EreDivisie,Vitesse,Daan Huisman,NED,MF,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,EreDivisie,Vitesse,Gyan de Regt,NED,"FW,MF",19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EreDivisie,Go Ahead Eag,Jeffrey De Lange,NED,GK,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,5.0,1.0,83.3
2022-2023,EreDivisie,Go Ahead Eag,Isac Lidberg,SWE,FW,23.0,2.0,0.0,0.0,34.0,36.0,16.0,13.0,6.0,11.0,0.0,0.0,0.0,68.0,84.0,99.0,45.9
2022-2023,EreDivisie,Go Ahead Eag,Jay Idzes,NED,"DF,MF",22.0,4.0,0.0,0.0,19.0,14.0,1.0,1.0,42.0,26.0,0.0,0.0,0.0,187.0,57.0,76.0,42.9
2022-2023,EreDivisie,Go Ahead Eag,Mats Deijl,NED,DF,25.0,3.0,1.0,0.0,28.0,33.0,1.0,84.0,35.0,32.0,0.0,0.0,0.0,175.0,53.0,30.0,63.9
2022-2023,EreDivisie,Go Ahead Eag,Philippe Rommens,BEL,MF,24.0,2.0,0.0,0.0,31.0,12.0,0.0,205.0,33.0,38.0,0.0,0.0,0.0,171.0,27.0,30.0,47.4
2022-2023,EreDivisie,Go Ahead Eag,Bobby Adekanye,NED,"FW,MF",23.0,8.0,0.0,0.0,44.0,68.0,4.0,42.0,9.0,17.0,0.0,0.0,0.0,128.0,8.0,37.0,17.8
2022-2023,EreDivisie,Go Ahead Eag,Jamal Amofa,NED,DF,23.0,8.0,0.0,0.0,25.0,10.0,0.0,9.0,36.0,32.0,0.0,0.0,0.0,194.0,24.0,27.0,47.1
2022-2023,EreDivisie,Go Ahead Eag,Oliver Edvardsen,NOR,"FW,MF",23.0,3.0,0.0,0.0,25.0,49.0,2.0,46.0,29.0,26.0,1.0,0.0,0.0,107.0,20.0,24.0,45.5
2022-2023,EreDivisie,Go Ahead Eag,Willum Þór Willumsson,ISL,"MF,FW",23.0,1.0,0.0,0.0,19.0,24.0,3.0,15.0,8.0,17.0,1.0,0.0,1.0,147.0,44.0,42.0,51.2
2022-2023,EreDivisie,Go Ahead Eag,Bas Kuipers,NED,DF,27.0,1.0,0.0,0.0,22.0,11.0,3.0,80.0,27.0,11.0,0.0,1.0,0.0,96.0,23.0,18.0,56.1
2022-2023,EreDivisie,Go Ahead Eag,Evert Linthorst,NED,MF,22.0,2.0,0.0,0.0,24.0,9.0,1.0,16.0,17.0,22.0,0.0,0.0,0.0,106.0,16.0,14.0,53.3
2022-2023,EreDivisie,Go Ahead Eag,Enric Llansana,NED,MF,21.0,3.0,0.0,0.0,22.0,4.0,0.0,9.0,22.0,27.0,0.0,0.0,0.0,84.0,24.0,29.0,45.3
2022-2023,EreDivisie,Go Ahead Eag,Gerrit Nauber,GER,DF,30.0,1.0,0.0,0.0,6.0,4.0,0.0,3.0,17.0,9.0,0.0,0.0,0.0,62.0,22.0,22.0,50.0
2022-2023,EreDivisie,Go Ahead Eag,José Fontán,ESP,DF,22.0,5.0,0.0,0.0,14.0,10.0,0.0,25.0,11.0,10.0,0.0,0.0,0.0,71.0,18.0,15.0,54.5
2022-2023,EreDivisie,Go Ahead Eag,Finn Stokkers,NED,"FW,MF",26.0,1.0,0.0,0.0,11.0,17.0,5.0,16.0,8.0,7.0,0.0,0.0,0.0,43.0,43.0,42.0,50.6
2022-2023,EreDivisie,Go Ahead Eag,Rashaan Fernandes,NED,"MF,FW",23.0,1.0,1.0,0.0,11.0,8.0,0.0,23.0,2.0,9.0,0.0,0.0,0.0,50.0,6.0,9.0,40.0
2022-2023,EreDivisie,Go Ahead Eag,Xander Blomme,BEL,MF,20.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,33.0,8.0,9.0,47.1
2022-2023,EreDivisie,Go Ahead Eag,Fredrik Oppegard,NOR,DF,19.0,0.0,0.0,0.0,3.0,6.0,0.0,7.0,3.0,8.0,0.0,1.0,0.0,27.0,2.0,2.0,50.0
2022-2023,EreDivisie,Go Ahead Eag,Tesfaldet Tekie,SWE,MF,25.0,2.0,0.0,0.0,6.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0
2022-2023,EreDivisie,Go Ahead Eag,Justin Bakker,NED,DF,24.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,11.0,2.0,7.0,22.2
2022-2023,EreDivisie,Go Ahead Eag,Sylla Sow,NED,"FW,MF",25.0,1.0,0.0,0.0,11.0,5.0,1.0,6.0,6.0,7.0,0.0,0.0,0.0,30.0,6.0,28.0,17.6
2022-2023,EreDivisie,Go Ahead Eag,Jahnoah Markelo,NED,"MF,FW",19.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
2022-2023,EreDivisie,Go Ahead Eag,Federico Mattiello,ITA,"DF,MF",27.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,5.0,1.0,0.0,0.0,5.0,2.0,0.0,100.0
2022-2023,EreDivisie,Go Ahead Eag,Martijn Berden,NED,"FW,MF",25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,33.3
2022-2023,EreDivisie,Go Ahead Eag,Darío Serra,ESP,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,EreDivisie,Go Ahead Eag,Pim Saathof,NED,"MF,DF",18.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
2022-2023,EreDivisie,Go Ahead Eag,Aventis Aventisian,ARM,"MF,DF",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2022-2023,EreDivisie,NEC Nijmegen,Bart van Rooij,NED,DF,21.0,3.0,0.0,0.0,33.0,25.0,0.0,71.0,35.0,37.0,0.0,1.0,1.0,165.0,39.0,30.0,56.5
2022-2023,EreDivisie,NEC Nijmegen,Souffian El Karouani,MAR,DF,21.0,8.0,0.0,0.0,46.0,34.0,2.0,141.0,23.0,45.0,1.0,0.0,0.0,215.0,20.0,25.0,44.4
2022-2023,EreDivisie,NEC Nijmegen,Jasper Cillessen,NED,GK,33.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,100.0
2022-2023,EreDivisie,NEC Nijmegen,Lasse Schöne,DEN,MF,36.0,4.0,0.0,0.0,20.0,30.0,1.0,118.0,38.0,22.0,0.0,0.0,0.0,232.0,27.0,30.0,47.4
2022-2023,EreDivisie,NEC Nijmegen,Dirk Proper,NED,MF,20.0,3.0,1.0,0.0,45.0,26.0,0.0,3.0,29.0,31.0,0.0,0.0,0.0,195.0,26.0,35.0,42.6
2022-2023,EreDivisie,NEC Nijmegen,Iván Márquez,ESP,DF,28.0,5.0,1.0,0.0,28.0,19.0,2.0,0.0,27.0,12.0,0.0,1.0,0.0,158.0,80.0,42.0,65.6
2022-2023,EreDivisie,NEC Nijmegen,Elayis Tavsan,NED,FW,21.0,2.0,0.0,0.0,25.0,58.0,5.0,70.0,6.0,26.0,0.0,0.0,0.0,91.0,10.0,27.0,27.0
2022-2023,EreDivisie,NEC Nijmegen,Landry Dimata,BEL,FW,24.0,1.0,0.0,0.0,31.0,86.0,14.0,5.0,0.0,4.0,0.0,0.0,0.0,46.0,66.0,55.0,54.5
2022-2023,EreDivisie,NEC Nijmegen,Oussama Tannane,MAR,MF,28.0,7.0,1.0,0.0,47.0,58.0,4.0,141.0,7.0,23.0,0.0,0.0,0.0,113.0,13.0,14.0,48.1
2022-2023,EreDivisie,NEC Nijmegen,Magnus Mattsson,DEN,"FW,MF",23.0,1.0,0.0,0.0,8.0,30.0,2.0,14.0,13.0,20.0,1.0,0.0,0.0,109.0,10.0,19.0,34.5
2022-2023,EreDivisie,NEC Nijmegen,Philippe Sandler,NED,DF,25.0,3.0,0.0,0.0,12.0,9.0,0.0,3.0,20.0,13.0,0.0,1.0,0.0,106.0,37.0,20.0,64.9
2022-2023,EreDivisie,NEC Nijmegen,Joris Kramer,NED,DF,25.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,27.0,7.0,0.0,0.0,0.0,64.0,25.0,23.0,52.1
2022-2023,EreDivisie,NEC Nijmegen,Mikkel Duelund,DEN,"MF,FW",25.0,1.0,0.0,0.0,15.0,13.0,0.0,3.0,6.0,13.0,0.0,0.0,0.0,46.0,11.0,14.0,44.0
2022-2023,EreDivisie,NEC Nijmegen,Calvin Verdonk,NED,DF,25.0,4.0,0.0,0.0,9.0,4.0,1.0,9.0,14.0,12.0,0.0,0.0,0.0,87.0,13.0,13.0,50.0
2022-2023,EreDivisie,NEC Nijmegen,Ibrahim Cissoko,NED,FW,19.0,0.0,0.0,0.0,4.0,31.0,2.0,27.0,0.0,6.0,1.0,1.0,0.0,31.0,6.0,4.0,60.0
2022-2023,EreDivisie,NEC Nijmegen,Pedro David Rosendo Marques,POR,"FW,MF",24.0,1.0,0.0,0.0,8.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,26.0,38.0,40.6
2022-2023,EreDivisie,NEC Nijmegen,Jordy Bruijn,NED,"MF,FW",26.0,1.0,0.0,0.0,2.0,8.0,2.0,9.0,3.0,4.0,0.0,0.0,0.0,35.0,2.0,4.0,33.3
2022-2023,EreDivisie,NEC Nijmegen,Anthony Musaba,NED,FW,21.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,19.0,3.0,9.0,25.0
2022-2023,EreDivisie,NEC Nijmegen,Mattijs Branderhorst,NED,GK,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EreDivisie,NEC Nijmegen,Andri Fannar Baldursson,ISL,MF,20.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,22.0,3.0,4.0,42.9
2022-2023,EreDivisie,NEC Nijmegen,Terry Lartey Sanniez,NED,"DF,FW",25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,15.0,1.0,2.0,33.3
2022-2023,EreDivisie,NEC Nijmegen,Ilias Bronkhorst,NED,"FW,DF",25.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,40.0
2022-2023,EreDivisie,Fortuna Sittard,Rodrigo Guth,BRA,DF,21.0,3.0,0.0,0.0,31.0,6.0,1.0,5.0,41.0,30.0,0.0,1.0,0.0,180.0,62.0,49.0,55.9
2022-2023,EreDivisie,Fortuna Sittard,Ivor Pandur,CRO,GK,22.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,39.0,14.0,0.0,100.0
2022-2023,EreDivisie,Fortuna Sittard,Iñigo Córdoba,ESP,"FW,MF",25.0,3.0,0.0,0.0,18.0,37.0,9.0,75.0,38.0,47.0,0.0,0.0,0.0,176.0,31.0,37.0,45.6
2022-2023,EreDivisie,Fortuna Sittard,Ivo Pinto,POR,DF,32.0,1.0,0.0,0.0,12.0,15.0,1.0,92.0,27.0,27.0,0.0,0.0,0.0,141.0,20.0,16.0,55.6
2022-2023,EreDivisie,Fortuna Sittard,George Cox,ENG,DF,24.0,5.0,0.0,0.0,17.0,24.0,2.0,108.0,45.0,23.0,0.0,0.0,0.0,142.0,14.0,12.0,53.8
2022-2023,EreDivisie,Fortuna Sittard,Burak Yılmaz,TUR,FW,37.0,8.0,0.0,0.0,19.0,41.0,33.0,14.0,2.0,5.0,3.0,0.0,0.0,33.0,27.0,31.0,46.6
2022-2023,EreDivisie,Fortuna Sittard,Dimitris Siovas,GRE,DF,33.0,4.0,0.0,0.0,9.0,3.0,1.0,4.0,44.0,15.0,1.0,0.0,0.0,114.0,66.0,24.0,73.3
2022-2023,EreDivisie,Fortuna Sittard,Doğan Erdoğan,TUR,"MF,DF",25.0,4.0,2.0,1.0,17.0,16.0,0.0,14.0,17.0,25.0,0.0,0.0,0.0,120.0,20.0,15.0,57.1
2022-2023,EreDivisie,Fortuna Sittard,Tijjani Noslin,NED,"FW,MF",23.0,3.0,0.0,0.0,27.0,16.0,3.0,32.0,21.0,30.0,0.0,0.0,0.0,119.0,35.0,38.0,47.9
2022-2023,EreDivisie,Fortuna Sittard,Oğuzhan Özyakup,TUR,MF,29.0,3.0,0.0,0.0,8.0,18.0,1.0,35.0,8.0,12.0,0.0,0.0,0.0,98.0,8.0,7.0,53.3
2022-2023,EreDivisie,Fortuna Sittard,Arianit Ferati,KVX,MF,24.0,5.0,0.0,0.0,25.0,22.0,0.0,25.0,21.0,29.0,1.0,0.0,0.0,121.0,10.0,25.0,28.6
2022-2023,EreDivisie,Fortuna Sittard,Úmaro Embaló,POR,"FW,MF",21.0,5.0,0.0,0.0,17.0,23.0,10.0,52.0,8.0,23.0,0.0,0.0,0.0,86.0,4.0,8.0,33.3
2022-2023,EreDivisie,Fortuna Sittard,Deroy Duarte,CPV,MF,23.0,3.0,0.0,0.0,8.0,8.0,0.0,5.0,28.0,11.0,0.0,0.0,0.0,94.0,17.0,20.0,45.9
2022-2023,EreDivisie,Fortuna Sittard,Ximo Navarro,ESP,DF,32.0,2.0,0.0,0.0,6.0,7.0,0.0,1.0,19.0,11.0,0.0,1.0,2.0,68.0,17.0,18.0,48.6
2022-2023,EreDivisie,Fortuna Sittard,Paul Gladon,NED,"FW,MF",30.0,1.0,0.0,0.0,28.0,25.0,6.0,6.0,0.0,4.0,1.0,0.0,0.0,32.0,113.0,85.0,57.1
2022-2023,EreDivisie,Fortuna Sittard,Kristijan Bistrović,CRO,MF,24.0,1.0,0.0,0.0,6.0,10.0,0.0,56.0,16.0,10.0,0.0,0.0,0.0,93.0,6.0,9.0,40.0
2022-2023,EreDivisie,Fortuna Sittard,Rémy Vita,MAD,"DF,MF",21.0,0.0,0.0,0.0,21.0,16.0,1.0,23.0,12.0,24.0,1.0,0.0,0.0,101.0,2.0,9.0,18.2
2022-2023,EreDivisie,Fortuna Sittard,Mats Seuntjens,NED,"MF,FW",30.0,5.0,1.0,1.0,25.0,13.0,1.0,49.0,7.0,6.0,0.0,0.0,0.0,40.0,2.0,4.0,33.3
2022-2023,EreDivisie,Fortuna Sittard,Mickaël Tirpan,BEL,DF,28.0,1.0,0.0,0.0,10.0,3.0,1.0,11.0,6.0,7.0,0.0,1.0,0.0,16.0,6.0,6.0,50.0
2022-2023,EreDivisie,Fortuna Sittard,Thomas Buitink,NED,"FW,MF",22.0,2.0,0.0,0.0,9.0,0.0,1.0,8.0,2.0,2.0,0.0,0.0,0.0,22.0,4.0,5.0,44.4
2022-2023,EreDivisie,Fortuna Sittard,Stipe Radić,CRO,DF,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,6.0,2.0,75.0
2022-2023,EreDivisie,Fortuna Sittard,Yanick van Osch,NED,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
2022-2023,EreDivisie,Fortuna Sittard,Cole Bassett,USA,"MF,FW",21.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,12.0,6.0,2.0,75.0
2022-2023,EreDivisie,Fortuna Sittard,Muhammet Tunahan Taşçı,TUR,"FW,MF",20.0,1.0,0.0,0.0,8.0,6.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0
2022-2023,EreDivisie,Fortuna Sittard,Roel Janssen,NED,DF,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,4.0,0.0,100.0
2022-2023,EreDivisie,Fortuna Sittard,Gianmarco Cangiano,ITA,"MF,FW",20.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
2022-2023,EreDivisie,Fortuna Sittard,Vasileios Sourlis,GRE,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
2022-2023,EreDivisie,Fortuna Sittard,Mike van Beijnen,NED,DF,23.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,EreDivisie,Volendam,Carel Eiting,NED,MF,24.0,4.0,0.0,0.0,27.0,21.0,2.0,155.0,31.0,39.0,0.0,0.0,0.0,226.0,24.0,27.0,47.1
2022-2023,EreDivisie,Volendam,Filip Stankovic,SRB,GK,20.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,47.0,5.0,1.0,83.3
2022-2023,EreDivisie,Volendam,Derry Murkin,ENG,DF,23.0,2.0,0.0,0.0,28.0,23.0,0.0,89.0,52.0,47.0,0.0,1.0,0.0,224.0,42.0,44.0,48.8
2022-2023,EreDivisie,Volendam,Damon Mirani,NED,"DF,MF",26.0,0.0,0.0,0.0,20.0,14.0,1.0,1.0,36.0,31.0,0.0,0.0,2.0,141.0,77.0,78.0,49.7
2022-2023,EreDivisie,Volendam,Xavier Mbuyamba,NED,DF,20.0,2.0,1.0,0.0,40.0,5.0,4.0,0.0,33.0,31.0,0.0,1.0,0.0,163.0,94.0,93.0,50.3
2022-2023,EreDivisie,Volendam,Brian Plat,NED,DF,22.0,6.0,0.0,0.0,34.0,20.0,0.0,23.0,36.0,61.0,0.0,1.0,1.0,164.0,55.0,48.0,53.4
2022-2023,EreDivisie,Volendam,Benaissa Benamar,MAR,"DF,MF",25.0,5.0,0.0,0.0,18.0,3.0,0.0,8.0,21.0,22.0,0.0,0.0,0.0,152.0,42.0,27.0,60.9
2022-2023,EreDivisie,Volendam,Gaetano Oristanio,ITA,"MF,FW",19.0,4.0,1.0,0.0,40.0,57.0,8.0,33.0,18.0,15.0,0.0,0.0,0.0,126.0,26.0,37.0,41.3
2022-2023,EreDivisie,Volendam,Daryl van Mieghem,NED,"FW,MF",32.0,3.0,0.0,0.0,8.0,13.0,1.0,68.0,8.0,9.0,0.0,0.0,0.0,115.0,4.0,16.0,20.0
2022-2023,EreDivisie,Volendam,Robert Mühren,NED,"FW,MF",33.0,1.0,0.0,0.0,16.0,9.0,19.0,6.0,11.0,8.0,0.0,0.0,0.0,41.0,31.0,55.0,36.0
2022-2023,EreDivisie,Volendam,Calvin Twigt,NED,MF,19.0,0.0,0.0,0.0,15.0,17.0,1.0,9.0,25.0,22.0,0.0,0.0,0.0,133.0,14.0,14.0,50.0
2022-2023,EreDivisie,Volendam,Henk Veerman,NED,FW,29.0,1.0,0.0,0.0,10.0,1.0,20.0,10.0,0.0,2.0,0.0,0.0,0.0,21.0,37.0,56.0,39.8
2022-2023,EreDivisie,Volendam,Oskar Buur,DEN,"DF,MF",24.0,0.0,0.0,0.0,4.0,6.0,1.0,11.0,8.0,15.0,0.0,0.0,0.0,57.0,6.0,5.0,54.5
2022-2023,EreDivisie,Volendam,Bilal Ould-Chikh,MAR,"FW,MF",25.0,2.0,1.0,0.0,8.0,19.0,2.0,55.0,6.0,4.0,0.0,0.0,0.0,43.0,2.0,7.0,22.2
2022-2023,EreDivisie,Volendam,Francesco Antonucci,BEL,"MF,FW",23.0,2.0,0.0,0.0,8.0,16.0,2.0,13.0,4.0,3.0,0.0,0.0,0.0,49.0,0.0,3.0,0.0
2022-2023,EreDivisie,Volendam,Ibrahim El Kadiri,NED,"FW,MF",20.0,0.0,0.0,0.0,9.0,3.0,2.0,43.0,3.0,11.0,0.0,0.0,0.0,54.0,3.0,5.0,37.5
2022-2023,EreDivisie,Volendam,Florent da Silva,FRA,MF,19.0,0.0,0.0,0.0,9.0,4.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,60.0,7.0,6.0,53.8
2022-2023,EreDivisie,Volendam,Josh Flint,ENG,DF,21.0,2.0,0.0,0.0,10.0,4.0,0.0,2.0,9.0,8.0,0.0,1.0,0.0,32.0,21.0,19.0,52.5
2022-2023,EreDivisie,Volendam,Achraf Douiri,NED,"DF,FW",22.0,2.0,0.0,0.0,8.0,3.0,0.0,7.0,5.0,12.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0
2022-2023,EreDivisie,Volendam,Walid Ould-Chikh,MAR,"MF,FW",22.0,1.0,0.0,0.0,10.0,19.0,0.0,11.0,5.0,17.0,0.0,0.0,0.0,44.0,7.0,13.0,35.0
2022-2023,EreDivisie,Volendam,Dean James,NED,DF,22.0,0.0,0.0,0.0,7.0,2.0,0.0,7.0,11.0,3.0,0.0,0.0,0.0,32.0,3.0,5.0,37.5
2022-2023,EreDivisie,Volendam,Lequincio Zeefuik,NED,"FW,MF",17.0,2.0,0.0,0.0,8.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,19.0,10.0,65.5
2022-2023,EreDivisie,Volendam,Billy van Duijl,NED,DF,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0
2022-2023,EreDivisie,Volendam,Deron Payne,NED,DF,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,
2022-2023,EreDivisie,Volendam,Barry Lauwers,NED,GK,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,EreDivisie,Volendam,Imran Nazih,NED,MF,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
2022-2023,EreDivisie,Volendam,Jordi Blom,NED,FW,20.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,
2022-2023,EreDivisie,Volendam,Joey Antonioli,NED,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,25.0
2022-2023,EreDivisie,Volendam,Darius Johnson,GRN,"FW,MF",22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,EreDivisie,Volendam,Flip Klomp,NED,MF,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EreDivisie,Volendam,Givairo Read,,DF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,EreDivisie,Excelsior,Stijn van Gassel,NED,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.0,5.0,2.0,71.4
2022-2023,EreDivisie,Excelsior,Redouan El Yaakoubi,NED,DF,26.0,5.0,1.0,1.0,32.0,13.0,0.0,9.0,55.0,41.0,0.0,0.0,1.0,204.0,90.0,62.0,59.2
2022-2023,EreDivisie,Excelsior,Siebe Horemans,BEL,DF,24.0,4.0,0.0,0.0,26.0,16.0,1.0,74.0,64.0,41.0,0.0,0.0,0.0,178.0,60.0,49.0,55.0
2022-2023,EreDivisie,Excelsior,Kenzo Goudmijn,NED,MF,20.0,2.0,0.0,0.0,19.0,47.0,1.0,38.0,15.0,36.0,0.0,0.0,0.0,171.0,13.0,27.0,32.5
2022-2023,EreDivisie,Excelsior,Julian Baas,NED,"MF,FW",20.0,4.0,0.0,0.0,26.0,38.0,0.0,91.0,32.0,28.0,1.0,0.0,0.0,142.0,21.0,33.0,38.9
2022-2023,EreDivisie,Excelsior,Couhaib Driouech,MAR,"FW,MF",20.0,5.0,0.0,0.0,34.0,10.0,11.0,61.0,17.0,33.0,0.0,0.0,0.0,160.0,9.0,36.0,20.0
2022-2023,EreDivisie,Excelsior,Marouan Azarkan,NED,"FW,MF",20.0,4.0,0.0,0.0,17.0,58.0,5.0,125.0,12.0,19.0,0.0,0.0,0.0,97.0,12.0,36.0,25.0
2022-2023,EreDivisie,Excelsior,Nathan Tjoe-A-On,NED,DF,20.0,0.0,0.0,0.0,34.0,13.0,0.0,51.0,53.0,36.0,0.0,0.0,0.0,142.0,15.0,19.0,44.1
2022-2023,EreDivisie,Excelsior,Sven Nieuwpoort,NED,DF,29.0,1.0,0.0,0.0,8.0,4.0,1.0,1.0,9.0,14.0,0.0,1.0,0.0,60.0,17.0,16.0,51.5
2022-2023,EreDivisie,Excelsior,Lazaros Lamprou,GRE,"FW,MF",24.0,1.0,0.0,0.0,5.0,16.0,3.0,42.0,8.0,11.0,0.0,0.0,0.0,78.0,16.0,29.0,35.6
2022-2023,EreDivisie,Excelsior,Peer Koopmeiners,NED,MF,22.0,1.0,0.0,0.0,25.0,6.0,0.0,8.0,15.0,27.0,0.0,0.0,0.0,133.0,24.0,17.0,58.5
2022-2023,EreDivisie,Excelsior,Reda Kharchouch,NED,FW,26.0,3.0,0.0,0.0,19.0,6.0,6.0,4.0,1.0,10.0,0.0,0.0,0.0,41.0,45.0,56.0,44.6
2022-2023,EreDivisie,Excelsior,Serano Seymor,NED,DF,20.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,20.0,14.0,0.0,0.0,0.0,60.0,15.0,15.0,50.0
2022-2023,EreDivisie,Excelsior,Mike van Duinen,NED,"FW,MF",30.0,4.0,0.0,0.0,12.0,10.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,32.0,38.0,40.0,48.7
2022-2023,EreDivisie,Excelsior,Yassin Ayoub,NED,MF,28.0,3.0,0.0,0.0,10.0,9.0,1.0,22.0,4.0,19.0,0.0,0.0,0.0,67.0,4.0,9.0,30.8
