Season,League,Team,Player,Nation,Pos,Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,xG,npxG,xAG,npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches Played
2022-2023,EPL,Brighton,James Furlong,IRL,"DF,MF",20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Brighton,Neal Maupay,FRA,"FW,MF",25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Brighton,Thomas Mcgill,ENG,GK,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Brighton,Imari Samuels,ENG,DF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Brighton,Ed Turns,WAL,DF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Brighton,Squad Total,,,26.3,418.0,3420.0,38.0,68.0,46.0,114.0,62.0,6.0,6.0,58.0,0.0,809.0,1849.0,1828.0,1.79,1.21,3.0,1.63,2.84,73.3,68.9,52.2,121.2,1.93,1.37,3.3,1.81,3.19,38.0
2022-2023,EPL,Brighton,Opponent Total,,,26.5,418.0,3420.0,38.0,47.0,34.0,81.0,41.0,6.0,8.0,92.0,1.0,527.0,1026.0,1012.0,1.24,0.89,2.13,1.08,1.97,50.2,43.7,33.7,77.4,1.32,0.89,2.21,1.15,2.04,38.0
2022-2023,EPL,Aston Villa,Ezri Konsa,ENG,DF,24.0,37.0,3322.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,56.0,11.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.3,2.3,0.03,0.03,0.06,0.03,0.06,38.0
2022-2023,EPL,Aston Villa,Emiliano Martínez,ARG,GK,29.0,36.0,3139.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,36.0
2022-2023,EPL,Aston Villa,Ollie Watkins,ENG,FW,26.0,36.0,3127.0,34.7,15.0,6.0,21.0,14.0,1.0,2.0,4.0,0.0,50.0,39.0,196.0,0.43,0.17,0.6,0.4,0.58,16.5,14.9,3.8,18.7,0.47,0.11,0.58,0.43,0.54,37.0
2022-2023,EPL,Aston Villa,Tyrone Mings,ENG,DF,29.0,35.0,3150.0,35.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,20.0,111.0,7.0,0.03,0.06,0.09,0.03,0.09,1.2,1.2,1.4,2.6,0.03,0.04,0.07,0.03,0.07,35.0
2022-2023,EPL,Aston Villa,Douglas Luiz,BRA,MF,24.0,33.0,2927.0,32.5,6.0,6.0,12.0,6.0,0.0,0.0,6.0,1.0,48.0,148.0,35.0,0.18,0.18,0.37,0.18,0.37,2.8,2.8,4.4,7.2,0.09,0.14,0.22,0.09,0.22,37.0
2022-2023,EPL,Aston Villa,Jacob Ramsey,ENG,"MF,FW",21.0,31.0,2636.0,29.3,6.0,7.0,13.0,6.0,0.0,0.0,5.0,0.0,94.0,98.0,119.0,0.2,0.24,0.44,0.2,0.44,5.0,5.0,5.1,10.1,0.17,0.17,0.34,0.17,0.34,35.0
2022-2023,EPL,Aston Villa,John McGinn,SCO,"MF,FW",27.0,30.0,2693.0,29.9,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,34.0,140.0,66.0,0.03,0.1,0.13,0.03,0.13,2.4,2.4,2.6,5.0,0.08,0.09,0.17,0.08,0.17,34.0
2022-2023,EPL,Aston Villa,Emi Buendía,ARG,"MF,FW",25.0,27.0,2412.0,26.8,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,60.0,138.0,137.0,0.19,0.07,0.26,0.19,0.26,6.3,6.3,5.7,12.0,0.24,0.21,0.45,0.24,0.45,38.0
2022-2023,EPL,Aston Villa,Leon Bailey,JAM,"FW,MF",24.0,26.0,1967.0,21.9,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,85.0,28.0,182.0,0.18,0.18,0.37,0.18,0.37,5.3,5.3,4.8,10.1,0.24,0.22,0.46,0.24,0.46,33.0
2022-2023,EPL,Aston Villa,Ashley Young,ENG,DF,37.0,23.0,2036.0,22.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,29.0,107.0,33.0,0.04,0.0,0.04,0.04,0.04,0.5,0.5,1.0,1.4,0.02,0.04,0.06,0.02,0.06,29.0
2022-2023,EPL,Aston Villa,Boubacar Kamara,FRA,MF,22.0,21.0,1777.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,16.0,84.0,8.0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,24.0
2022-2023,EPL,Aston Villa,Matty Cash,POL,DF,24.0,20.0,1820.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,42.0,75.0,57.0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.7,0.9,0.01,0.04,0.05,0.01,0.05,26.0
2022-2023,EPL,Aston Villa,Lucas Digne,FRA,DF,29.0,18.0,1502.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,29.0,57.0,89.0,0.06,0.0,0.06,0.06,0.06,0.4,0.4,1.9,2.3,0.02,0.11,0.14,0.02,0.14,28.0
2022-2023,EPL,Aston Villa,Álex Moreno,ESP,DF,29.0,14.0,1329.0,14.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,65.0,37.0,122.0,0.0,0.2,0.2,0.0,0.2,0.6,0.6,3.0,3.7,0.04,0.21,0.25,0.04,0.25,19.0
2022-2023,EPL,Aston Villa,Danny Ings,ENG,FW,30.0,8.0,824.0,9.2,6.0,0.0,6.0,4.0,2.0,2.0,3.0,0.0,15.0,12.0,46.0,0.66,0.0,0.66,0.44,0.44,5.3,3.8,1.2,5.0,0.59,0.13,0.71,0.41,0.54,18.0
2022-2023,EPL,Aston Villa,Philippe Coutinho,BRA,"MF,FW",30.0,7.0,788.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,18.0,48.0,68.0,0.11,0.0,0.11,0.11,0.11,1.4,1.4,0.5,1.8,0.16,0.05,0.21,0.16,0.21,20.0
2022-2023,EPL,Aston Villa,Leander Dendoncker,BEL,MF,27.0,7.0,697.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.5,0.01,0.06,0.07,0.01,0.07,20.0
2022-2023,EPL,Aston Villa,Calum Chambers,ENG,"DF,MF",27.0,2.0,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.07,0.1,0.03,0.1,14.0
2022-2023,EPL,Aston Villa,Robin Olsen,SWE,GK,32.0,2.0,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2022-2023,EPL,Aston Villa,Diego Carlos,BRA,DF,29.0,2.0,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.16,0.02,0.18,0.16,0.18,3.0
2022-2023,EPL,Aston Villa,Bertrand Traoré,BFA,"FW,MF",26.0,1.0,233.0,2.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,9.0,28.0,0.77,0.0,0.77,0.77,0.77,0.7,0.7,0.1,0.8,0.28,0.03,0.3,0.28,0.3,8.0
2022-2023,EPL,Aston Villa,Jan Bednarek,POL,DF,26.0,1.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2022-2023,EPL,Aston Villa,Ludwig Augustinsson,SWE,DF,28.0,1.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,3.0
2022-2023,EPL,Aston Villa,Jhon Durán,COL,"FW,MF",18.0,0.0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.37,0.02,0.39,0.37,0.39,12.0
2022-2023,EPL,Aston Villa,Cameron Archer,ENG,"FW,MF",21.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022-2023,EPL,Aston Villa,Morgan Sanson,FRA,MF,27.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EPL,Aston Villa,Lamare Bogarde,NED,MF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Tim Iroegbunam,ENG,MF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Filip Marshall,ENG,GK,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Marvelous Nakamba,ZIM,MF,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Tommi O'Reilly,ENG,MF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Travis Patterson,ENG,MF,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Seb Revan,ENG,DF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Viljami Sinisalo,FIN,GK,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Sil Swinkels,NED,DF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,James Wright,ENG,GK,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Kadan Young,ENG,MF,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Oliwier Zych,POL,GK,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EPL,Aston Villa,Squad Total,,,27.0,418.0,3420.0,38.0,49.0,35.0,84.0,46.0,3.0,4.0,80.0,1.0,637.0,1242.0,1227.0,1.29,0.92,2.21,1.21,2.13,50.2,47.2,38.8,86.0,1.32,1.02,2.34,1.24,2.26,38.0
2022-2023,EPL,Aston Villa,Opponent Total,,,26.5,418.0,3420.0,38.0,42.0,25.0,67.0,37.0,5.0,6.0,85.0,3.0,607.0,1323.0,1306.0,1.11,0.66,1.76,0.97,1.63,52.5,47.9,36.1,84.0,1.38,0.95,2.33,1.26,2.21,38.0
2022-2023,EPL,Tottenham,Harry Kane,ENG,FW,29.0,38.0,3405.0,37.8,30.0,3.0,33.0,25.0,5.0,6.0,6.0,0.0,60.0,180.0,193.0,0.79,0.08,0.87,0.66,0.74,21.5,16.7,7.0,23.7,0.57,0.18,0.75,0.44,0.63,38.0
2022-2023,EPL,Tottenham,Pierre Højbjerg,DEN,MF,26.0,35.0,3131.0,34.8,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,46.0,235.0,66.0,0.11,0.14,0.26,0.11,0.26,2.0,2.0,3.1,5.1,0.06,0.09,0.15,0.06,0.15,35.0
2022-2023,EPL,Tottenham,Son Heung-min,KOR,"MF,FW",30.0,33.0,2888.0,32.1,10.0,6.0,16.0,10.0,0.0,0.0,2.0,0.0,82.0,79.0,196.0,0.31,0.19,0.5,0.31,0.5,10.1,10.1,6.5,16.6,0.31,0.2,0.52,0.31,0.52,36.0
2022-2023,EPL,Tottenham,Eric Dier,ENG,DF,28.0,31.0,2818.0,31.3,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,9.0,87.0,14.0,0.06,0.03,0.1,0.06,0.1,1.6,1.6,1.2,2.8,0.05,0.04,0.09,0.05,0.09,33.0
2022-2023,EPL,Tottenham,Cristian Romero,ARG,DF,24.0,26.0,2364.0,26.3,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,19.0,92.0,9.0,0.0,0.04,0.04,0.0,0.04,1.5,1.5,1.2,2.6,0.06,0.05,0.1,0.06,0.1,27.0
2022-2023,EPL,Tottenham,Ben Davies,WAL,DF,29.0,26.0,2288.0,25.4,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,39.0,107.0,69.0,0.08,0.08,0.16,0.08,0.16,1.0,1.0,2.5,3.5,0.04,0.1,0.14,0.04,0.14,31.0
2022-2023,EPL,Tottenham,Hugo Lloris,FRA,GK,35.0,25.0,2205.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2022-2023,EPL,Tottenham,Clément Lenglet,FRA,DF,27.0,24.0,2019.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,33.0,85.0,7.0,0.0,0.09,0.09,0.0,0.09,1.0,1.0,0.6,1.6,0.04,0.03,0.07,0.04,0.07,26.0
2022-2023,EPL,Tottenham,Ivan Perišić,CRO,"DF,MF",33.0,23.0,2108.0,23.4,1.0,8.0,9.0,1.0,0.0,0.0,6.0,0.0,87.0,61.0,181.0,0.04,0.34,0.38,0.04,0.38,2.6,2.6,6.1,8.8,0.11,0.26,0.37,0.11,0.37,34.0
2022-2023,EPL,Tottenham,Dejan Kulusevski,SWE,"MF,FW",22.0,23.0,2067.0,23.0,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,87.0,67.0,195.0,0.09,0.3,0.39,0.09,0.39,2.6,2.6,4.7,7.2,0.11,0.2,0.31,0.11,0.31,30.0
2022-2023,EPL,Tottenham,Emerson,BRA,DF,23.0,20.0,1735.0,19.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,47.0,80.0,103.0,0.1,0.05,0.16,0.1,0.16,1.7,1.7,0.6,2.3,0.09,0.03,0.12,0.09,0.12,26.0
2022-2023,EPL,Tottenham,Oliver Skipp,ENG,MF,21.0,18.0,1491.0,16.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,14.0,56.0,25.0,0.06,0.0,0.06,0.06,0.06,0.3,0.3,0.6,0.9,0.02,0.04,0.05,0.02,0.05,23.0
2022-2023,EPL,Tottenham,Rodrigo Bentancur,URU,MF,25.0,17.0,1500.0,16.7,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,26.0,76.0,19.0,0.3,0.12,0.42,0.3,0.42,2.2,2.2,0.8,3.1,0.13,0.05,0.18,0.13,0.18,18.0
2022-2023,EPL,Tottenham,Fraser Forster,ENG,GK,34.0,13.0,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2022-2023,EPL,Tottenham,Pedro Porro,ESP,"DF,MF",22.0,13.0,1131.0,12.6,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,34.0,39.0,95.0,0.24,0.24,0.48,0.24,0.48,1.8,1.8,3.0,4.8,0.15,0.24,0.38,0.15,0.38,15.0
