,player,pass_accuracy,up_pass_accuracy,pass_accuracy_progressive,up_pass_accuracy_progressive,pass_accuracy_backward,pass_horizontal_backward,up_pass_accuracy_backward,pass_accuracy_into_box,pass_accuracy_into_box,up_pass_accuracy_into_box,pass_accuaracy_short,pass_accuaracy_medium,pass_accuaracy_long,pass_accuracy_within_attacking_third,up_pass_accuracy_within_attacking_third,pass_progressive_lead_to_shot_%,pass_progressive_lead_to_goal_%,pass_mean_distance,pass_accuracy_cuts_last_line_of_defence,passes_from_attacking_third,passes_from_middle_third,passes_from_defending_third,passes_from_the_box,passes_into_attacking_third,passes_into_box,passes_into_box_completed,passes_into_goal_area,passes_into_edge_of_the_box,passes_within_attacking_third,passes_within_attacking_third_completed,passes_total_distance,passes_short_total,passes_short_completed,passes_medium_completed,passes_medium_total,passes_long_total,passes_long_completed,passes_shot_assist,passes_goal_assist,passes_switch,passes_cross,passes_cut_back,passes_vertical_into_edge_of_the_box,passes_vertical_into_the_box,passes_horizontal_into_the_box,passes_horizontal_into_edge_of_the_box,passes_cut_back_into_edge_of_the_box,passes_high_vertical_into_edge_of_the_box,passes_high_vertical_into_the_box,passes_low_vertical_into_edge_of_the_box,passes_low_vertical_into_the_box,passes_high_horizontal_into_the_box,passes_high_horizontal_into_edge_of_the_box,passes_low_horizontal_into_the_box,passes_low_horizontal_into_edge_of_the_box,passes_progressive,passes_progressive_completed,passes_horizontal,passes_backward,passes_backward_completed,passes_long_vertical,passes_long_vertical_from_defending_third,passes_long_vertical_from_mid_third,passes_long_vertical_from_mid_third_into_the_box,key_passes
260,Mario Vrančić,0.645,0.581,0.489,0.383,0.919,1.0,0.944,0.2,0.2,0.2,0.827,0.644,0.435,0.556,0.45,0.074,0.005,21.818,3.0,139,157,39,8,180,50,10,10,39,124,69,7308.903200199999,104,86,76,118,85,37,14,1,15,14,0,13,26,3,7,0,13,17,0,5,3,5,0,2,188,92,45,86,79,47,47,29,10,15
261,Marius Wolf,0.5,0.75,0.417,0.75,0.5,1.0,,0.0,0.0,,0.8,0.5,0.0,0.0,,0.0,0.0,19.235,,2,8,6,0,4,1,0,1,1,2,0,307.7629951,5,4,3,6,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,2,1,2,2,2,0,0
262,Mark Uth,0.732,0.688,0.533,0.4,0.907,1.0,0.904,0.444,0.444,1.0,0.807,0.721,0.574,0.63,0.583,0.093,0.007,16.833,2.0,128,211,49,19,141,18,8,6,13,108,68,6531.2625651,181,146,93,129,47,27,14,1,17,9,0,0,5,3,6,0,0,2,0,2,2,1,1,3,150,80,58,161,146,13,13,6,1,15
263,Markus Feulner,0.717,0.651,0.567,0.529,0.965,1.0,0.895,0.318,0.318,0.75,0.854,0.746,0.479,0.587,0.583,0.03,0.0,20.626,1.0,124,227,90,4,157,44,14,6,30,104,61,9095.934594999999,151,129,147,197,73,35,7,0,10,23,2,4,9,14,11,2,2,6,1,1,10,7,3,3,233,132,47,142,137,41,41,19,4,7
264,Markus Suttner,0.623,0.57,0.561,0.507,0.948,1.0,0.929,0.233,0.233,0.25,0.839,0.667,0.429,0.578,0.667,0.034,0.0,25.593,inf,191,292,135,3,303,86,20,15,57,180,104,15816.4453037,161,135,158,237,203,87,15,0,22,38,0,9,17,23,14,0,9,16,0,1,20,12,2,1,437,245,49,96,91,114,114,62,11,15
265,Marlon Frey,0.711,0.645,0.619,0.556,0.913,1.0,0.889,,,,0.722,0.703,0.81,0.786,0.75,0.0,0.0,21.144,inf,16,64,17,1,33,0,0,0,0,14,11,2050.9475508,36,26,26,37,21,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,39,9,23,21,8,8,5,0,0
266,Mart Ristl,0.786,0.8,0.643,0.667,1.0,1.0,1.0,0.0,0.0,,0.778,0.857,0.5,0.8,1.0,0.071,0.0,14.602,,5,19,4,0,7,1,0,0,0,5,4,408.86157879999996,18,14,6,7,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,9,5,8,8,1,1,1,0,1
267,Martin Harnik,0.666,0.595,0.489,0.417,0.829,1.0,0.739,0.35,0.35,0.0,0.714,0.664,0.645,0.535,0.455,0.065,0.0,16.015,,125,177,33,17,149,20,7,4,20,114,61,5364.90411725,161,115,75,113,31,20,9,0,8,15,4,5,7,6,7,3,1,2,1,3,2,2,3,4,139,68,63,111,92,8,8,5,1,9
268,Martin Hinteregger,0.79,0.559,0.688,0.447,0.989,1.0,1.0,0.286,0.286,0.333,0.847,0.871,0.579,0.68,0.25,0.004,0.0,20.925,inf,29,214,171,3,70,7,2,2,4,25,17,8662.998295000001,124,105,176,202,76,44,1,0,3,4,1,0,2,4,4,1,0,2,0,0,1,2,2,1,263,181,55,92,91,47,47,21,1,1
269,Martin Stranzl,0.874,0.6,0.8,0.538,1.0,1.0,1.0,0.0,0.0,,0.889,0.966,0.667,0.667,1.0,0.0,0.0,22.169,inf,3,51,65,0,7,2,0,0,0,3,2,2638.156922,36,32,56,58,24,16,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,70,56,33,15,15,9,9,4,1,0
270,Marvin Friedrich,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,71.107,,1,0,0,0,1,0,0,0,0,1,0,71.10668,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Marvin Matip,0.768,0.646,0.661,0.547,0.996,1.0,1.0,0.167,0.167,0.167,0.859,0.828,0.623,0.541,0.25,0.008,0.002,23.708,3.0,40,578,438,11,173,18,3,3,15,37,20,25035.801830700002,262,225,404,488,281,175,5,1,26,5,0,8,13,2,4,0,8,13,0,0,2,4,0,0,660,436,153,223,222,147,147,84,7,6
272,Marvin Plattenhardt,0.766,0.676,0.675,0.573,0.983,1.0,0.948,0.261,0.261,0.067,0.904,0.818,0.48,0.575,0.483,0.029,0.004,20.696,,435,894,445,3,567,180,47,52,142,388,223,36714.9797645,635,574,598,731,350,168,29,4,52,96,0,18,25,57,44,0,18,24,0,1,41,34,7,3,984,664,182,522,513,129,129,46,10,33
273,Marvin Schulz,0.895,0.75,0.792,0.6,1.0,1.0,1.0,0.0,0.0,,0.949,0.929,0.744,0.8,1.0,0.0,0.008,20.758,,7,156,104,1,20,2,0,0,0,5,4,5542.283665399999,79,75,131,141,43,32,0,1,6,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,130,103,78,58,58,13,13,6,2,1
274,Marvin Wanitzek,0.8,1.0,0.75,,1.0,,1.0,,,,1.0,0.667,,,,0.0,0.0,17.761,,0,5,0,0,1,0,0,0,0,0,0,88.805408,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,0,0,0,0,0
275,Marwin Hitz,0.647,0.458,0.627,0.458,1.0,1.0,,0.2,0.2,0.0,1.0,0.991,0.502,,,0.001,0.0,48.311,inf,0,7,1222,0,160,10,2,0,4,0,0,59374.0792446,40,40,320,323,865,434,1,0,28,0,0,4,10,0,0,0,4,10,0,0,0,0,0,0,1165,731,63,1,1,782,782,3,0,1
276,Mathew Leckie,0.698,0.655,0.563,0.547,0.878,1.0,0.904,0.361,0.361,0.333,0.75,0.717,0.48,0.657,0.625,0.068,0.0,15.433,2.0,473,381,72,41,515,61,22,7,44,411,270,14291.0020487,496,372,210,293,75,36,29,0,11,28,7,9,26,10,16,2,5,10,3,9,6,8,4,7,426,240,104,344,302,32,32,13,3,29
277,Mats Hummels,0.86,0.69,0.798,0.596,0.989,1.0,1.0,0.244,0.244,0.125,0.916,0.911,0.684,0.694,0.688,0.003,0.001,23.072,3.286,119,1534,696,4,418,78,19,8,34,98,68,54197.22539005,583,534,1141,1252,494,338,5,2,37,7,0,27,70,1,2,0,24,54,2,14,1,1,0,1,1547,1235,516,271,268,258,258,156,48,7
278,Matthias Ginter,0.819,0.733,0.692,0.618,0.971,1.0,0.951,0.441,0.441,0.556,0.886,0.829,0.693,0.748,0.692,0.021,0.007,18.444,4.0,374,720,242,27,418,68,30,5,56,314,235,24641.1983525,528,468,517,624,150,104,13,4,13,45,5,9,16,29,29,1,6,9,2,5,17,16,7,6,614,425,240,442,429,47,47,23,4,17
279,Matthias Lehmann,0.819,0.706,0.727,0.586,0.973,1.0,0.98,0.2,0.2,0.143,0.879,0.882,0.641,0.658,0.542,0.02,0.002,21.513,3.0,126,931,306,1,326,50,10,4,22,114,75,29322.0898208,445,391,539,611,276,177,16,2,35,6,0,16,42,2,2,0,15,35,1,7,1,1,1,1,809,588,244,292,284,125,125,89,26,18
280,Matthias Ostrzolek,0.724,0.559,0.59,0.414,0.981,1.0,0.974,0.348,0.348,0.364,0.871,0.786,0.494,0.685,0.522,0.023,0.002,20.634,3.0,354,763,517,10,499,92,32,9,55,302,207,33715.8413752,598,521,484,616,332,164,22,2,34,54,2,7,28,25,20,1,7,18,0,9,13,12,6,7,968,571,199,421,413,212,212,93,13,24
281,Matthias Zimmermann,0.671,0.857,0.5,1.0,1.0,1.0,1.0,0.0,0.0,,0.833,0.679,0.214,0.667,1.0,0.021,0.0,20.986,2.0,16,45,18,0,24,5,0,0,3,15,10,1657.8625035999999,36,30,19,28,14,3,1,0,2,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,48,24,9,20,20,9,9,5,1,1
282,Maurice Multhaup,0.722,0.6,0.333,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.769,0.667,0.5,0.667,0.5,0.0,0.0,13.977,,10,5,3,0,9,2,0,0,2,9,6,251.5917322,13,10,2,3,2,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,6,2,4,7,7,0,0,0,0,0
283,Max Christiansen,0.678,0.674,0.573,0.573,0.911,1.0,0.926,0.368,0.368,0.571,0.802,0.718,0.418,0.586,0.659,0.029,0.004,17.748,inf,158,248,51,3,218,38,14,10,23,152,89,8110.768531199999,207,166,107,149,67,28,8,1,17,14,1,6,13,6,4,0,5,8,0,4,3,3,0,0,279,160,68,90,82,26,26,13,4,9
284,Max Kruse,0.8,0.804,0.657,0.61,0.922,1.0,0.908,0.441,0.441,0.714,0.822,0.814,0.811,0.696,0.795,0.121,0.016,19.123,1.5,463,597,59,35,472,68,30,11,49,372,259,21398.8628693,449,369,349,429,180,146,45,6,61,49,5,4,26,17,24,2,1,5,2,16,13,16,3,4,373,245,212,475,438,24,24,14,4,51
285,Max Meyer,0.837,0.779,0.728,0.636,0.954,1.0,0.929,0.4,0.4,0.2,0.887,0.893,0.624,0.752,0.734,0.085,0.014,16.538,3.667,375,541,107,32,429,60,24,10,38,335,252,16918.8442836,487,432,324,363,109,68,37,6,23,12,4,10,33,5,9,2,5,8,5,24,4,3,0,5,437,318,167,389,371,35,35,25,6,43
286,Maximilian Arnold,0.843,0.829,0.702,0.657,0.971,1.0,0.973,0.426,0.426,0.6,0.9,0.876,0.733,0.746,0.757,0.081,0.004,21.589,2.333,241,859,152,9,367,47,20,4,31,193,144,27029.6467986,420,378,467,533,262,192,44,2,61,15,2,11,26,6,7,2,8,15,2,8,5,5,1,2,544,382,242,444,431,84,84,59,13,46
287,Maximilian Eggestein,0.71,0.75,0.606,0.778,0.905,1.0,0.714,0.571,0.571,0.5,0.719,0.765,0.636,0.704,0.875,0.121,0.0,18.096,2.0,33,26,3,2,37,7,4,0,4,27,19,1121.9695103,32,23,13,17,11,7,4,0,4,1,0,2,5,1,0,0,1,1,1,3,1,0,0,0,33,20,5,21,19,3,3,3,0,4
288,Maximilian Mittelstädt,0.767,0.6,0.5,0.429,0.97,1.0,0.8,0.6,0.6,,0.964,0.714,0.615,0.6,0.0,0.033,0.033,20.238,,13,51,9,0,21,5,3,1,5,10,6,1477.3426199,28,27,20,28,13,8,1,1,1,2,0,3,3,1,1,0,2,2,0,0,1,1,0,0,30,15,9,33,32,3,3,3,2,2
289,Medhi Amine El Mouttaqi Benatia,0.9,0.755,0.842,0.627,0.974,1.0,0.92,0.167,0.167,0.0,0.921,0.927,0.752,0.667,0.667,0.002,0.002,20.087,,17,542,263,0,73,6,1,0,4,12,8,16511.7024328,279,257,393,424,113,85,1,1,7,0,0,4,6,0,0,0,3,4,1,1,0,0,0,0,488,411,217,115,112,47,47,26,3,2
290,Melvyn Lorenzen,0.542,0.2,0.3,0.25,1.0,1.0,,0.4,0.4,0.5,0.5,0.583,,0.583,0.5,0.0,0.0,15.871,,14,6,4,1,12,5,2,2,4,12,7,380.90293080000004,12,6,7,12,0,0,0,0,0,2,2,1,1,4,3,1,0,0,1,1,0,0,3,1,10,3,3,7,7,0,0,0,0,0
291,Mevlüt Erdinç,0.816,0.867,0.5,0.667,0.885,1.0,0.875,0.5,0.5,1.0,0.839,0.8,0.667,0.889,1.0,0.25,0.083,13.705,,24,21,4,3,20,2,1,0,3,18,16,671.5345864999999,31,26,8,10,3,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,6,11,26,23,0,0,0,0,4
292,Michael Gregoritsch,0.625,0.515,0.483,0.402,0.866,1.0,0.791,0.216,0.216,0.083,0.723,0.62,0.343,0.588,0.463,0.052,0.0,16.436,10.0,183,349,63,9,274,37,8,1,25,160,94,9779.5638839,292,211,119,192,67,23,18,0,5,10,2,9,23,1,4,1,4,6,1,7,0,0,1,3,344,166,57,172,149,47,47,31,9,18
293,Miiko Martín Albornoz Inola,0.719,0.658,0.643,0.582,0.964,1.0,0.87,0.286,0.286,0.0,0.889,0.785,0.465,0.624,0.588,0.045,0.002,22.2,inf,319,459,261,6,448,105,30,31,91,303,189,23066.301926800003,360,320,284,362,271,126,29,1,35,56,2,22,27,24,22,1,21,23,0,3,20,20,2,1,649,417,116,222,214,145,145,69,13,30
294,Mijat Gaćinović,0.585,0.667,0.352,0.438,0.911,1.0,0.923,0.182,0.182,0.0,0.811,0.611,0.231,0.353,0.333,0.037,0.0,19.52,,61,49,13,1,62,22,4,7,17,51,18,2400.9507601,53,43,22,36,26,6,2,0,7,7,0,2,5,4,2,0,1,2,0,2,1,1,1,0,54,19,12,45,41,6,6,3,2,2
295,Mike-Steven Bähre,0.75,0.5,0.5,0.0,1.0,1.0,1.0,,,,1.0,1.0,,,,0.0,0.0,12.705,,0,2,2,0,0,0,0,0,0,0,0,50.820776,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0
296,Milos Veljkovic,0.778,0.833,0.667,0.8,1.0,1.0,1.0,,,,1.0,0.667,0.6,,,0.0,0.0,21.939,,0,9,9,0,1,0,0,0,0,0,0,394.909417,6,6,4,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1,5,5,4,4,0,0,0
297,Miloš Jojić,0.698,0.761,0.61,0.64,0.884,1.0,0.933,0.278,0.278,0.5,0.806,0.731,0.479,0.584,0.857,0.15,0.0,19.508,3.0,99,88,35,7,110,36,10,6,30,89,52,4330.7803611,93,75,49,67,48,23,15,0,9,9,1,5,8,3,4,0,2,3,3,4,3,4,0,0,100,61,33,69,61,11,11,5,3,15
298,Mitchell James Langerak,0.544,0.0,0.527,0.0,,1.0,,,,,1.0,1.0,0.422,,,0.0,0.0,49.306,,0,0,57,0,6,0,0,0,0,0,0,2810.444202,3,3,9,9,45,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,29,2,0,0,39,39,0,0,0
299,Mitchell Weiser,0.723,0.656,0.614,0.515,0.937,1.0,0.898,0.319,0.319,0.182,0.824,0.76,0.435,0.614,0.517,0.026,0.006,17.388,4.0,413,590,225,24,514,94,30,11,62,389,239,21352.05546897,585,482,327,430,147,64,17,4,22,48,4,8,25,29,22,4,7,14,0,7,15,11,6,7,656,403,160,347,325,63,63,37,5,21
300,Moritz Hartmann,0.639,0.564,0.516,0.41,0.815,1.0,0.787,0.333,0.333,0.188,0.71,0.662,0.435,0.574,0.461,0.068,0.004,14.485,inf,296,223,55,25,316,39,13,5,26,270,155,8314.345137100001,307,218,106,160,46,20,19,1,8,22,2,9,16,11,10,2,7,11,2,4,7,6,3,2,279,144,78,178,145,19,19,10,1,20
301,Moritz Leitner,0.873,0.809,0.781,0.562,0.962,1.0,0.905,0.353,0.353,0.5,0.925,0.92,0.73,0.707,0.625,0.038,0.01,18.387,,95,136,13,6,103,17,6,1,9,75,53,4486.3844197,107,99,80,87,37,27,4,1,9,5,0,3,10,2,2,0,2,5,1,3,2,2,0,0,105,82,55,79,76,11,11,5,4,5
302,Mustafa Batuhan Altıntaş,0.667,0.5,0.0,0.0,1.0,1.0,1.0,,,,0.667,0.667,,1.0,1.0,0.0,0.0,15.879,,1,4,1,0,2,0,0,0,0,1,1,95.2740145,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0
303,Márcio Rafael Ferreira de Souza,0.914,0.833,0.847,0.679,0.979,1.0,0.949,0.333,0.333,0.75,0.948,0.941,0.789,0.769,0.78,0.018,0.002,18.65,inf,458,1154,308,4,543,69,23,8,47,329,253,35807.1696879,764,724,836,888,227,179,15,2,36,40,0,7,21,22,20,0,5,10,1,7,16,15,2,3,837,709,384,676,662,52,52,34,4,17
304,Mërgim Mavraj,0.855,0.629,0.761,0.478,1.0,1.0,1.0,,,,0.915,0.915,0.714,0.0,0.0,0.0,0.0,24.768,,1,187,199,0,34,0,0,0,0,1,0,9585.1470478,71,65,194,212,98,70,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,162,109,60,60,46,46,22,0,0
305,Nabil Bahoui,0.554,0.647,0.625,1.0,0.714,1.0,0.714,0.417,0.417,0.5,0.619,0.611,0.462,0.393,0.444,0.125,0.0,20.587,inf,29,18,9,2,32,12,5,3,9,28,11,1152.8992990000002,21,13,11,18,13,6,3,0,3,2,0,0,3,1,2,0,0,2,0,1,1,2,0,0,24,15,6,14,10,3,3,2,0,3
306,Nadiem Amiri,0.735,0.712,0.627,0.5,0.921,1.0,0.875,0.307,0.307,0.5,0.802,0.838,0.537,0.537,0.6,0.118,0.015,20.178,3.0,236,318,76,22,279,88,27,28,75,214,115,12712.2288821,217,174,202,241,134,72,31,4,25,23,7,17,31,3,8,4,14,16,2,14,3,6,0,2,263,165,88,228,210,41,41,25,8,35
307,Neven Subotić,0.877,0.606,0.825,0.522,0.953,1.0,0.8,0.571,0.571,,0.88,0.955,0.765,0.714,0.0,0.007,0.0,23.149,inf,8,323,123,1,56,7,4,0,2,7,5,10509.729100300001,133,117,192,201,115,88,2,0,12,1,1,1,7,0,1,1,1,7,0,0,0,0,0,0,292,241,116,43,41,42,42,26,7,2
308,Nicklas Bendtner,0.673,0.613,0.421,0.4,0.936,1.0,1.0,0.333,0.333,0.0,0.7,0.737,0.444,0.548,0.5,0.079,0.0,16.839,,38,63,3,4,47,6,2,1,3,31,17,1751.210422,50,35,28,38,9,4,3,0,1,1,0,1,4,1,1,0,1,1,0,1,1,1,0,0,38,16,10,47,44,4,4,2,1,3
309,Nico Elvedi,0.835,0.602,0.751,0.533,0.981,1.0,0.867,0.389,0.389,0.0,0.921,0.845,0.604,0.747,0.286,0.003,0.003,17.463,inf,104,606,353,3,186,18,7,2,12,87,65,18562.663751400003,491,452,371,439,101,61,2,2,6,6,2,4,7,8,7,2,3,4,1,2,3,3,4,3,623,468,155,270,265,53,53,23,3,4
310,Nico Schulz,0.733,0.333,0.571,0.0,1.0,1.0,1.0,,,,1.0,0.857,0.0,0.75,0.5,0.143,0.0,15.93,,8,5,2,1,10,0,0,0,0,8,6,238.9458793,5,5,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,6,6,1,1,1,0,1
311,Nicolai Müller,0.675,0.619,0.561,0.482,0.877,1.0,0.894,0.372,0.372,0.4,0.786,0.705,0.426,0.614,0.571,0.054,0.014,15.847,1.75,239,358,89,26,301,43,16,12,39,220,135,10870.977099830001,309,243,177,251,61,26,20,5,5,27,4,6,16,11,19,4,4,6,2,10,3,8,5,8,369,207,77,204,179,40,40,20,3,25
312,Niklas Stark,0.866,0.646,0.761,0.528,0.986,1.0,0.9,0.0,0.0,,0.864,0.923,0.799,0.25,0.0,0.002,0.0,23.681,inf,17,413,364,1,85,6,0,0,4,16,4,18802.5771737,198,171,349,378,204,163,1,0,37,0,0,3,4,0,0,0,3,4,0,0,0,0,0,0,427,325,150,216,213,59,59,33,3,1
313,Niklas Süle,0.852,0.755,0.761,0.552,0.992,1.0,0.965,0.211,0.211,0.0,0.901,0.91,0.71,0.6,0.5,0.005,0.0,24.028,,20,831,840,7,186,19,4,1,11,20,12,40630.825158,383,345,800,879,403,286,5,0,44,2,1,7,16,0,2,0,5,13,1,2,0,1,0,1,1001,762,328,354,351,195,195,104,14,5
314,Niko Bungert,0.835,0.662,0.736,0.56,0.987,1.0,0.962,0.083,0.083,0.0,0.886,0.876,0.744,0.3,0.25,0.002,0.0,24.33,inf,12,459,402,2,100,12,1,0,6,10,3,21240.0114845,219,194,354,404,238,177,1,0,34,0,0,6,12,0,0,0,6,12,0,0,0,0,0,0,518,381,197,153,151,95,95,62,9,1
315,Noah-Joel Sarenren-Bazee,0.5,0.35,0.28,0.25,0.733,1.0,0.25,0.5,0.5,0.5,0.714,0.389,0.667,0.469,0.182,0.12,0.12,13.708,,35,19,6,9,36,6,3,3,7,32,15,822.4658662,28,20,7,18,3,2,3,3,2,8,2,0,2,3,6,1,0,1,0,0,1,1,1,2,25,7,12,15,11,0,0,0,0,6
316,Nuri Şahin,0.888,0.829,0.81,0.735,0.976,1.0,0.957,0.091,0.091,,0.928,0.918,0.741,0.8,1.0,0.02,0.008,19.157,2.5,56,412,41,3,113,11,1,2,7,45,36,9750.803509500001,180,167,236,257,58,43,5,2,7,1,0,5,9,0,1,0,4,7,1,2,0,0,0,1,253,205,124,126,123,23,23,20,6,7
317,Odisseas Vlachodimos,0.65,0.571,0.644,0.571,,1.0,,,,,1.0,1.0,0.417,,,0.0,0.0,40.685,,0,0,60,0,3,0,0,0,0,0,0,2441.077592,10,10,14,14,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,38,1,0,0,33,33,0,0,0
318,Oliver Baumann,0.637,0.377,0.609,0.355,1.0,1.0,,0.1,0.1,,1.0,0.983,0.411,,,0.001,0.0,42.753,1.0,0,6,1472,0,171,10,1,0,7,0,0,63188.4540836,152,152,412,419,898,369,2,0,33,0,0,7,10,0,0,0,7,10,0,0,0,0,0,0,1370,835,105,1,1,788,788,3,0,2
319,Oliver Sorg,0.701,0.644,0.589,0.421,0.989,1.0,1.0,0.18,0.18,0.0,0.845,0.762,0.405,0.587,0.583,0.012,0.0,20.987,,131,392,224,0,245,50,9,4,24,126,74,15677.525081,258,218,240,315,148,60,6,0,9,16,0,8,18,13,6,0,7,13,1,3,10,5,1,0,492,290,61,175,173,90,90,53,9,6
320,Oscar Wendt,0.779,0.724,0.649,0.541,0.973,1.0,0.943,0.333,0.333,0.333,0.894,0.81,0.434,0.745,0.682,0.029,0.002,18.841,2.0,457,943,340,25,556,75,25,8,60,377,281,32783.626371599996,728,651,589,727,235,102,25,2,21,53,3,4,14,46,40,2,3,8,1,4,32,24,7,11,874,567,239,565,550,124,124,68,7,27
321,Pablo Ezequiel De Blasis,0.651,0.608,0.529,0.469,0.882,1.0,0.822,0.338,0.338,0.308,0.766,0.641,0.465,0.607,0.548,0.05,0.012,19.041,4.5,232,309,81,24,306,65,22,9,43,206,125,11843.766789000001,252,193,152,237,101,47,17,4,16,33,4,4,24,16,19,3,1,11,1,9,9,8,2,7,340,180,61,186,164,58,58,37,10,21
322,Papiss Mison Djilobodji,0.67,0.525,0.594,0.429,0.953,1.0,1.0,0.229,0.229,0.0,0.807,0.788,0.498,0.438,0.333,0.013,0.0,28.772,inf,34,391,242,8,191,35,8,3,22,32,14,19190.597203,119,96,230,292,241,120,7,0,47,7,0,12,27,3,5,0,10,25,0,0,2,3,0,0,527,313,93,43,41,164,164,111,23,7
323,Pascal Groß,0.629,0.666,0.536,0.549,0.904,1.0,0.894,0.305,0.305,0.278,0.814,0.683,0.42,0.554,0.608,0.076,0.003,22.726,2.833,829,1026,171,12,1203,452,138,65,331,776,430,46042.50374405,737,600,385,564,609,256,95,4,96,112,3,139,211,42,31,0,120,162,12,38,25,22,11,6,1249,670,208,439,397,322,322,234,106,99
324,Patrick Herrmann,0.712,0.667,0.483,0.5,0.973,1.0,1.0,0.35,0.35,0.333,0.769,0.695,0.733,0.667,0.7,0.112,0.011,15.848,,108,100,14,12,105,20,7,5,12,90,60,3518.2155853,108,83,57,82,15,11,10,1,3,12,1,0,5,9,9,0,0,0,0,5,4,4,1,2,89,43,44,73,71,1,1,1,0,11
325,Paul Seguin,0.75,0.652,0.605,0.533,0.862,1.0,0.8,0.167,0.167,0.0,0.889,0.826,0.308,0.714,0.667,0.026,0.0,19.234,1.0,17,51,8,0,22,6,1,0,4,14,10,1461.8078613,36,32,19,23,13,4,1,0,3,3,0,2,3,0,0,0,2,3,0,0,0,0,0,0,38,23,9,29,25,7,7,6,2,1
326,Paul Verhaegh,0.803,0.709,0.68,0.57,0.987,1.0,0.959,0.372,0.372,0.286,0.931,0.839,0.596,0.727,0.633,0.022,0.003,21.888,inf,306,724,295,6,436,78,29,6,50,271,197,29002.1995951,407,379,515,614,270,161,16,2,37,46,2,9,26,27,18,0,7,18,2,8,21,17,3,1,729,496,176,397,392,136,136,67,15,18
327,Pavel Kadeřábek,0.715,0.586,0.608,0.525,0.96,1.0,0.897,0.271,0.271,0.25,0.85,0.737,0.414,0.648,0.541,0.016,0.002,19.202,,309,495,241,19,397,70,19,7,45,273,177,20065.653327429998,386,328,353,479,140,58,10,1,10,47,3,5,13,30,27,2,5,11,0,2,18,14,6,8,613,373,112,273,262,85,85,47,7,11
328,Paweł Olkowski,0.695,0.566,0.569,0.455,0.959,1.0,0.913,0.211,0.211,0.0,0.869,0.723,0.39,0.667,0.381,0.006,0.0,18.963,inf,107,294,144,5,160,19,4,6,11,96,64,10334.8068551,214,186,154,213,82,32,2,0,8,14,2,3,5,6,4,2,2,3,0,1,4,2,2,1,343,195,45,145,139,57,57,27,3,2
329,Per Ciljan Skjelbred,0.85,0.81,0.739,0.698,0.959,1.0,0.934,0.3,0.3,0.0,0.882,0.88,0.776,0.736,0.643,0.008,0.003,19.147,inf,135,1106,310,3,274,20,6,1,10,121,89,29696.309419100002,637,562,537,610,254,197,6,2,37,5,1,4,12,2,2,0,3,11,0,0,1,1,0,0,747,552,273,514,493,75,75,52,7,8
330,Peter Niemeyer,0.56,0.527,0.479,0.444,0.897,1.0,0.857,0.25,0.25,0.286,0.663,0.589,0.4,0.543,0.576,0.009,0.0,20.968,2.0,89,475,139,11,262,36,9,1,19,81,44,14740.59044964,243,161,165,280,140,56,5,0,11,2,0,10,28,1,5,0,9,25,1,1,1,3,0,0,541,259,48,97,87,102,102,69,18,5
331,Peter Pekarík,0.777,0.614,0.687,0.51,0.983,1.0,1.0,0.4,0.4,0.222,0.891,0.782,0.542,0.687,0.556,0.014,0.003,18.646,,168,310,133,2,227,35,14,4,24,150,103,11392.764259,274,244,183,234,83,45,5,1,13,27,2,4,6,17,7,1,3,4,0,1,12,4,2,2,355,244,59,175,172,47,47,24,2,6
332,Philip Heise,0.733,0.75,0.653,0.667,0.846,1.0,0.75,0.0,0.0,,0.875,0.846,0.593,0.562,0.5,0.0,0.0,22.747,inf,18,53,19,2,30,3,0,1,4,16,9,2047.2344928,32,28,22,26,27,16,0,0,3,2,0,1,1,1,2,0,1,1,0,0,1,1,0,1,49,32,12,26,22,13,13,9,0,0
