player,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%
Julian Brandt,95,83,0,0,12,354,64,180,110,111,7,44,60,0,28,0,2,2,28,0,8,4,0,14,8,5,6,3,12,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0.8736842105263158,0.1807909604519774,0.5084745762711864,0.3107344632768362,0.06306306306306306,0.3963963963963964,0.5405405405405406,0.5714285714285714,0.35714285714285715,0.42857142857142855,0.21428571428571427,0.0,0.4166666666666667,0.5833333333333334
Julian Draxler,98,95,0,0,3,211,45,118,48,78,5,42,31,2,16,1,0,0,16,0,8,4,0,19,5,6,9,4,27,3,19,5,0,0,0,3,0,1,1,1,0,0,4,1,0.9693877551020408,0.2132701421800948,0.5592417061611374,0.22748815165876776,0.0641025641025641,0.5384615384615384,0.3974358974358974,0.2631578947368421,0.3157894736842105,0.47368421052631576,0.21052631578947367,0.1111111111111111,0.7037037037037037,0.18518518518518517
Julian Korb,39,35,0,0,4,218,84,98,36,66,7,35,24,0,35,2,2,2,35,0,35,19,0,25,9,10,14,1,25,7,11,7,1,0,0,4,0,0,0,0,0,0,4,0,0.8974358974358975,0.3853211009174312,0.44954128440366975,0.1651376146788991,0.10606060606060606,0.5303030303030303,0.36363636363636365,0.36,0.4,0.56,0.04,0.28,0.44,0.28
Julian Schieber,2,2,0,0,0,44,2,23,19,12,0,3,9,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,4,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.045454545454545456,0.5227272727272727,0.4318181818181818,0.0,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.5,0.5
Julian Weigl,159,147,1,1,12,443,147,252,44,151,23,94,34,1,42,0,1,1,42,0,41,24,0,49,27,15,29,5,40,7,25,8,1,0,0,4,0,0,1,1,0,0,5,0,0.9245283018867925,0.33182844243792325,0.5688487584650113,0.09932279909706546,0.152317880794702,0.6225165562913907,0.2251655629139073,0.5510204081632653,0.30612244897959184,0.5918367346938775,0.10204081632653061,0.175,0.625,0.2
Jérôme Boateng,64,64,0,0,0,75,38,35,2,32,8,22,2,0,18,0,0,0,18,0,48,22,0,14,9,8,6,0,12,6,6,0,0,1,0,4,1,0,0,0,0,0,4,0,1.0,0.5066666666666667,0.4666666666666667,0.02666666666666667,0.25,0.6875,0.0625,0.6428571428571429,0.5714285714285714,0.42857142857142855,0.0,0.5,0.5,0.0
Jérôme Gondorf,202,185,0,0,17,852,287,435,130,243,16,142,85,2,87,1,3,3,87,0,57,31,0,82,43,32,39,11,67,7,48,12,3,0,0,8,0,0,1,1,0,0,9,0,0.9158415841584159,0.3368544600938967,0.5105633802816901,0.15258215962441316,0.06584362139917696,0.5843621399176955,0.3497942386831276,0.524390243902439,0.3902439024390244,0.47560975609756095,0.13414634146341464,0.1044776119402985,0.7164179104477612,0.1791044776119403
Júnior Enrique Díaz Campbell,22,21,0,0,1,130,93,33,4,21,7,13,1,2,21,1,2,2,21,0,41,18,0,24,12,15,9,0,14,7,5,2,0,1,0,1,0,0,1,1,0,0,2,0,0.9545454545454546,0.7153846153846154,0.25384615384615383,0.03076923076923077,0.3333333333333333,0.6190476190476191,0.047619047619047616,0.5,0.625,0.375,0.0,0.5,0.35714285714285715,0.14285714285714285
Kaan Ayhan,4,4,0,0,0,6,3,3,0,3,1,2,0,0,2,0,0,0,2,0,5,3,0,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0
Karim Bellarabi,181,163,0,0,18,637,104,290,243,211,11,80,120,0,60,0,1,1,60,0,8,2,0,49,30,19,15,15,70,8,28,34,3,0,0,1,0,0,4,4,0,0,5,0,0.9005524861878453,0.16326530612244897,0.4552590266875981,0.3814756671899529,0.052132701421800945,0.3791469194312796,0.5687203791469194,0.6122448979591837,0.3877551020408163,0.30612244897959184,0.30612244897959184,0.11428571428571428,0.4,0.4857142857142857
Karim Onisiwo,25,25,0,0,0,104,27,46,31,28,0,12,16,0,11,0,0,0,11,0,2,1,0,15,6,5,7,3,11,0,6,5,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.25961538461538464,0.4423076923076923,0.2980769230769231,0.0,0.42857142857142855,0.5714285714285714,0.4,0.3333333333333333,0.4666666666666667,0.2,0.0,0.5454545454545454,0.45454545454545453
Kazuki Nagasawa,1,1,0,0,0,13,3,7,3,3,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.0,0.0,1.0,,,,,,,
Kenan Karaman,116,106,0,0,10,343,116,147,80,81,4,36,41,1,40,1,0,0,40,0,16,7,0,36,16,17,15,4,20,5,8,7,1,0,0,1,0,0,0,0,0,0,1,0,0.9137931034482759,0.33819241982507287,0.42857142857142855,0.23323615160349853,0.04938271604938271,0.4444444444444444,0.5061728395061729,0.4444444444444444,0.4722222222222222,0.4166666666666667,0.1111111111111111,0.25,0.4,0.35
Kevin De Bruyne,9,8,0,0,1,29,9,12,8,9,1,5,3,0,3,0,0,0,3,0,0,0,0,1,1,1,0,0,4,0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0.8888888888888888,0.3103448275862069,0.41379310344827586,0.27586206896551724,0.1111111111111111,0.5555555555555556,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.75,0.25
Kevin Großkreutz,45,43,0,0,2,143,79,39,25,39,7,12,20,1,32,1,0,0,32,0,25,12,0,29,8,22,3,4,13,5,4,4,0,0,0,3,0,0,0,0,0,0,3,0,0.9555555555555556,0.5524475524475524,0.2727272727272727,0.17482517482517482,0.1794871794871795,0.3076923076923077,0.5128205128205128,0.27586206896551724,0.7586206896551724,0.10344827586206896,0.13793103448275862,0.38461538461538464,0.3076923076923077,0.3076923076923077
Kevin Kampl,171,152,0,0,19,406,101,232,73,167,4,110,53,1,53,1,1,1,53,0,16,7,0,32,24,13,15,4,37,4,24,9,2,0,0,2,0,0,2,2,0,0,4,0,0.8888888888888888,0.24876847290640394,0.5714285714285714,0.17980295566502463,0.023952095808383235,0.6586826347305389,0.31736526946107785,0.75,0.40625,0.46875,0.125,0.10810810810810811,0.6486486486486487,0.24324324324324326
Kevin Kuranyi,13,13,0,0,0,114,15,65,34,33,3,17,13,1,12,0,0,0,12,0,5,4,0,7,4,2,3,2,20,2,7,11,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.13157894736842105,0.5701754385964912,0.2982456140350877,0.09090909090909091,0.5151515151515151,0.3939393939393939,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.1,0.35,0.55
Kevin Vogt,81,74,1,1,7,405,145,223,37,94,11,60,23,1,38,0,0,0,38,0,39,29,0,28,18,7,18,3,29,9,17,3,0,0,0,3,0,0,1,1,0,0,4,0,0.9135802469135802,0.35802469135802467,0.5506172839506173,0.09135802469135802,0.11702127659574468,0.6382978723404256,0.24468085106382978,0.6428571428571429,0.25,0.6428571428571429,0.10714285714285714,0.3103448275862069,0.5862068965517241,0.10344827586206896
Kevin Volland,140,132,1,1,8,695,123,368,204,198,2,86,110,1,50,2,0,0,50,0,15,6,0,57,28,14,27,16,73,2,42,29,3,0,0,6,0,0,2,2,0,0,8,0,0.9428571428571428,0.17697841726618704,0.5294964028776978,0.2935251798561151,0.010101010101010102,0.43434343434343436,0.5555555555555556,0.49122807017543857,0.24561403508771928,0.47368421052631576,0.2807017543859649,0.0273972602739726,0.5753424657534246,0.3972602739726027
Kingsley Coman,78,76,0,0,2,292,44,128,120,92,3,35,54,0,24,1,0,0,24,0,6,5,0,11,7,2,6,3,13,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.9743589743589743,0.1506849315068493,0.4383561643835616,0.410958904109589,0.03260869565217391,0.3804347826086957,0.5869565217391305,0.6363636363636364,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.07692307692307693,0.46153846153846156,0.46153846153846156
Klaas-Jan Huntelaar,42,39,0,0,3,491,37,292,162,92,1,41,50,1,21,1,1,1,21,0,20,17,0,6,4,1,3,2,58,7,36,15,2,0,0,2,0,0,0,0,0,0,2,0,0.9285714285714286,0.07535641547861507,0.594704684317719,0.329938900203666,0.010869565217391304,0.44565217391304346,0.5434782608695652,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.1206896551724138,0.6206896551724138,0.25862068965517243
Koen Casteels,67,67,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0
Konstantin Engel,12,12,0,0,0,24,6,12,6,13,0,8,5,1,4,0,0,0,4,0,7,4,0,1,0,0,1,0,3,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1.0,0.25,0.5,0.25,0.0,0.6153846153846154,0.38461538461538464,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0
Konstantin Rausch,119,103,0,0,16,373,131,160,82,84,9,30,45,2,34,0,1,1,34,0,31,16,0,29,14,16,11,2,17,3,7,7,1,0,0,4,0,0,3,3,0,0,7,0,0.865546218487395,0.3512064343163539,0.4289544235924933,0.21983914209115282,0.10714285714285714,0.35714285714285715,0.5357142857142857,0.4827586206896552,0.5517241379310345,0.3793103448275862,0.06896551724137931,0.17647058823529413,0.4117647058823529,0.4117647058823529
Konstantinos Stafylidis,43,40,0,0,3,97,59,27,11,18,3,12,3,3,27,0,2,2,27,1,41,20,0,23,8,19,4,0,10,3,7,0,0,0,0,2,0,0,0,0,0,0,2,0,0.9302325581395349,0.6082474226804123,0.27835051546391754,0.1134020618556701,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.34782608695652173,0.8260869565217391,0.17391304347826086,0.0,0.3,0.7,0.0
Kyriakos Papadopoulos,37,34,0,0,3,126,72,50,4,46,19,23,4,2,25,0,0,0,25,0,57,37,0,26,17,15,9,2,18,7,8,3,0,0,0,2,0,1,2,2,0,0,4,1,0.918918918918919,0.5714285714285714,0.3968253968253968,0.031746031746031744,0.41304347826086957,0.5,0.08695652173913043,0.6538461538461539,0.5769230769230769,0.34615384615384615,0.07692307692307693,0.3888888888888889,0.4444444444444444,0.16666666666666666
Lars Bender,53,50,0,0,3,244,63,141,40,88,15,47,26,0,29,0,3,3,29,0,23,13,0,43,18,17,20,6,21,2,17,2,0,0,0,3,0,0,0,0,0,0,3,0,0.9433962264150944,0.2581967213114754,0.5778688524590164,0.16393442622950818,0.17045454545454544,0.5340909090909091,0.29545454545454547,0.4186046511627907,0.3953488372093023,0.46511627906976744,0.13953488372093023,0.09523809523809523,0.8095238095238095,0.09523809523809523
Lars Edi Stindl,150,138,0,0,12,658,103,305,250,206,11,88,107,1,61,4,2,2,61,1,16,6,0,44,27,13,21,10,77,12,34,31,7,0,0,3,0,0,2,2,0,0,5,0,0.92,0.15653495440729484,0.4635258358662614,0.3799392097264438,0.05339805825242718,0.42718446601941745,0.5194174757281553,0.6136363636363636,0.29545454545454547,0.4772727272727273,0.22727272727272727,0.15584415584415584,0.44155844155844154,0.4025974025974026
Leandro Putaro,1,1,0,0,0,6,0,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0
Leon Aderemi Balogun,73,69,1,1,4,224,134,73,17,61,15,33,13,1,42,0,1,1,42,0,107,60,0,51,30,36,12,3,24,16,6,2,1,0,0,4,0,0,0,0,0,0,4,0,0.9452054794520548,0.5982142857142857,0.32589285714285715,0.07589285714285714,0.2459016393442623,0.5409836065573771,0.21311475409836064,0.5882352941176471,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.6666666666666666,0.25,0.08333333333333333
Leon Andreasen,49,45,0,0,4,218,68,107,43,56,9,28,19,1,19,0,0,0,19,0,28,15,0,15,9,9,4,2,28,2,15,11,1,0,0,4,0,0,0,0,0,0,4,0,0.9183673469387755,0.3119266055045872,0.4908256880733945,0.19724770642201836,0.16071428571428573,0.5,0.3392857142857143,0.6,0.6,0.26666666666666666,0.13333333333333333,0.07142857142857142,0.5357142857142857,0.39285714285714285
Leon Goretzka,145,132,1,1,13,535,150,324,61,186,31,119,36,0,57,1,0,0,57,0,50,27,0,66,38,31,29,6,35,5,25,5,2,0,0,4,0,0,1,1,0,0,5,0,0.9103448275862069,0.2803738317757009,0.6056074766355141,0.11401869158878504,0.16666666666666666,0.6397849462365591,0.1935483870967742,0.5757575757575758,0.4696969696969697,0.4393939393939394,0.09090909090909091,0.14285714285714285,0.7142857142857143,0.14285714285714285
Leon Guwara,6,5,0,0,1,22,12,7,3,13,3,6,4,0,4,0,0,0,4,0,2,1,0,6,6,4,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.5454545454545454,0.3181818181818182,0.13636363636363635,0.23076923076923078,0.46153846153846156,0.3076923076923077,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333
Leonardo Bittencourt,91,81,0,0,10,781,219,379,183,181,15,78,88,0,44,1,0,0,44,0,9,6,0,75,43,32,32,11,59,16,27,16,2,0,0,2,0,1,0,0,0,0,2,1,0.8901098901098901,0.28040973111395645,0.4852752880921895,0.23431498079385404,0.08287292817679558,0.430939226519337,0.4861878453038674,0.5733333333333334,0.4266666666666667,0.4266666666666667,0.14666666666666667,0.2711864406779661,0.4576271186440678,0.2711864406779661
Leroy Sané,167,139,0,0,28,558,159,259,140,169,14,83,72,2,42,0,2,2,42,0,6,6,0,49,28,22,20,7,39,7,14,18,4,0,0,4,0,0,0,0,0,0,4,0,0.8323353293413174,0.2849462365591398,0.46415770609318996,0.25089605734767023,0.08284023668639054,0.4911242603550296,0.4260355029585799,0.5714285714285714,0.4489795918367347,0.40816326530612246,0.14285714285714285,0.1794871794871795,0.358974358974359,0.46153846153846156
Levin Mete Öztunali,92,81,0,0,11,291,73,116,102,99,3,29,67,2,38,0,0,0,38,0,8,3,0,20,11,5,10,5,32,7,12,13,1,0,0,1,0,0,1,1,0,0,2,0,0.8804347826086957,0.2508591065292096,0.39862542955326463,0.35051546391752575,0.030303030303030304,0.29292929292929293,0.6767676767676768,0.55,0.25,0.5,0.25,0.21875,0.375,0.40625
Lewis Harry Holtby,229,214,1,1,15,951,320,489,142,293,34,174,85,0,88,2,2,2,88,0,50,32,0,101,62,52,35,14,83,11,50,22,2,0,0,4,0,0,0,0,0,0,4,0,0.9344978165938864,0.33648790746582546,0.5141955835962145,0.14931650893796003,0.11604095563139932,0.5938566552901023,0.2901023890784983,0.6138613861386139,0.5148514851485149,0.3465346534653465,0.13861386138613863,0.13253012048192772,0.6024096385542169,0.26506024096385544
Loris Karius,185,185,0,0,0,6,6,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
Luc Castaignos,22,16,0,0,6,249,14,121,114,55,5,16,34,0,16,0,1,1,16,0,1,0,0,8,5,2,4,2,32,2,15,15,4,0,0,0,0,0,1,1,0,0,1,0,0.7272727272727273,0.05622489959839357,0.4859437751004016,0.4578313253012048,0.09090909090909091,0.2909090909090909,0.6181818181818182,0.625,0.25,0.5,0.25,0.0625,0.46875,0.46875
Luca Caldirola,73,67,0,0,6,484,303,153,28,115,26,65,24,2,73,1,4,4,73,2,173,68,0,62,36,43,16,3,45,18,19,8,0,0,0,4,0,0,0,0,0,0,4,0,0.9178082191780822,0.6260330578512396,0.31611570247933884,0.05785123966942149,0.22608695652173913,0.5652173913043478,0.20869565217391303,0.5806451612903226,0.6935483870967742,0.25806451612903225,0.04838709677419355,0.4,0.4222222222222222,0.17777777777777778
Luca-Milan Zander,4,4,0,0,0,18,11,4,3,4,1,1,2,0,5,0,0,0,5,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6111111111111112,0.2222222222222222,0.16666666666666666,0.25,0.25,0.5,0.0,1.0,0.0,0.0,,,
Luiz Gustavo Dias,123,107,0,0,16,388,148,212,28,122,34,69,19,0,31,1,1,1,31,0,28,11,0,46,25,25,19,2,45,11,26,8,2,0,0,6,0,0,2,2,0,0,8,0,0.8699186991869918,0.38144329896907214,0.5463917525773195,0.07216494845360824,0.2786885245901639,0.5655737704918032,0.1557377049180328,0.5434782608695652,0.5434782608695652,0.41304347826086957,0.043478260869565216,0.24444444444444444,0.5777777777777777,0.17777777777777778
Lukas Fröde,8,7,0,0,1,29,14,9,6,12,4,3,5,0,1,0,0,0,1,0,2,1,0,4,2,1,2,1,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.4827586206896552,0.3103448275862069,0.20689655172413793,0.3333333333333333,0.25,0.4166666666666667,0.5,0.25,0.5,0.25,0.4,0.4,0.2
Lukas Hinterseer,84,76,0,0,8,482,50,195,237,113,3,35,75,0,49,1,1,1,49,0,11,8,0,18,8,5,10,3,32,0,15,17,4,0,0,3,0,0,0,0,0,0,3,0,0.9047619047619048,0.1037344398340249,0.4045643153526971,0.491701244813278,0.02654867256637168,0.30973451327433627,0.6637168141592921,0.4444444444444444,0.2777777777777778,0.5555555555555556,0.16666666666666666,0.0,0.46875,0.53125
Lukas Klünter,0,0,0,0,0,5,2,1,2,1,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.2,0.4,0.0,0.0,1.0,,,,,0.0,0.0,1.0
Lukas Rupp,177,160,1,1,17,706,221,351,134,231,23,128,80,0,71,1,0,0,71,0,22,11,0,70,45,32,26,12,39,7,21,11,1,0,0,3,0,0,1,1,0,0,4,0,0.903954802259887,0.3130311614730878,0.4971671388101983,0.18980169971671387,0.09956709956709957,0.5541125541125541,0.3463203463203463,0.6428571428571429,0.45714285714285713,0.37142857142857144,0.17142857142857143,0.1794871794871795,0.5384615384615384,0.28205128205128205
Lukáš Hrádecký,200,200,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,,,,,,,,,,
László Kleinheisler,16,15,0,0,1,45,19,18,8,13,0,10,3,0,4,0,0,0,4,0,0,0,0,5,2,2,3,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.4222222222222222,0.4,0.17777777777777778,0.0,0.7692307692307693,0.23076923076923078,0.4,0.4,0.6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
Mahmoud Dahoud,152,142,2,2,10,604,174,347,83,222,20,142,60,1,54,0,3,3,54,1,32,14,0,61,38,22,35,4,63,6,40,17,0,0,0,3,0,0,1,1,0,0,4,0,0.9342105263157895,0.28807947019867547,0.5745033112582781,0.13741721854304637,0.09009009009009009,0.6396396396396397,0.2702702702702703,0.6229508196721312,0.36065573770491804,0.5737704918032787,0.06557377049180328,0.09523809523809523,0.6349206349206349,0.2698412698412698
Makoto Hasebe,163,155,0,0,8,504,220,236,48,171,28,106,37,1,80,1,2,2,80,1,55,29,0,53,35,25,25,3,41,15,22,4,0,0,0,7,0,0,2,2,0,0,9,0,0.950920245398773,0.4365079365079365,0.46825396825396826,0.09523809523809523,0.16374269005847952,0.6198830409356725,0.21637426900584794,0.660377358490566,0.4716981132075472,0.4716981132075472,0.05660377358490566,0.36585365853658536,0.5365853658536586,0.0975609756097561
Manuel Neuer,140,140,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,,,,,,,,,,
Manuel Schmiedebach,144,133,1,1,11,542,177,297,68,147,25,90,32,1,53,2,2,2,53,0,19,11,0,49,31,19,27,3,48,12,26,10,0,0,0,4,0,0,0,0,0,0,4,0,0.9236111111111112,0.32656826568265684,0.5479704797047971,0.12546125461254612,0.17006802721088435,0.6122448979591837,0.21768707482993196,0.6326530612244898,0.3877551020408163,0.5510204081632653,0.061224489795918366,0.25,0.5416666666666666,0.20833333333333334
Marc Stendera,166,146,0,0,20,746,230,400,116,253,24,170,59,0,61,2,2,2,61,0,16,5,0,80,55,32,40,8,54,12,29,13,2,0,0,5,0,0,4,4,0,0,9,0,0.8795180722891566,0.30831099195710454,0.5361930294906166,0.1554959785522788,0.09486166007905138,0.6719367588932806,0.233201581027668,0.6875,0.4,0.5,0.1,0.2222222222222222,0.5370370370370371,0.24074074074074073
Marcel  Hilßner,1,1,0,0,0,7,4,2,1,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,1.0,,,,,,,
Marcel Hartel,11,10,0,0,1,23,10,6,7,3,0,2,1,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0.43478260869565216,0.2608695652173913,0.30434782608695654,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Marcel Heller,169,158,0,0,11,647,240,236,171,136,8,37,91,4,48,3,1,1,48,0,21,8,0,71,31,42,11,18,46,9,16,21,0,0,0,4,0,0,3,3,0,0,7,0,0.9349112426035503,0.37094281298299847,0.36476043276661513,0.2642967542503864,0.058823529411764705,0.27205882352941174,0.6691176470588235,0.43661971830985913,0.5915492957746479,0.15492957746478872,0.2535211267605634,0.1956521739130435,0.34782608695652173,0.45652173913043476
Marcel Risse,164,157,0,0,7,537,208,242,87,140,23,64,53,0,55,1,0,0,55,0,35,12,0,95,49,61,26,8,36,11,11,14,0,0,0,5,0,0,0,0,0,0,5,0,0.9573170731707317,0.38733705772811916,0.4506517690875233,0.16201117318435754,0.16428571428571428,0.45714285714285713,0.37857142857142856,0.5157894736842106,0.6421052631578947,0.2736842105263158,0.08421052631578947,0.3055555555555556,0.3055555555555556,0.3888888888888889
Marcel Schmelzer,78,71,1,1,7,336,125,140,71,120,13,45,62,1,45,0,1,1,45,0,60,34,0,40,19,21,13,6,25,7,10,8,0,0,0,1,0,0,1,1,0,0,2,0,0.9102564102564102,0.37202380952380953,0.4166666666666667,0.2113095238095238,0.10833333333333334,0.375,0.5166666666666667,0.475,0.525,0.325,0.15,0.28,0.4,0.32
Marcel Schäfer,58,54,1,1,4,156,78,59,19,37,3,22,12,2,19,0,0,0,19,0,24,19,0,22,9,12,9,1,11,3,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0.9310344827586207,0.5,0.3782051282051282,0.12179487179487179,0.08108108108108109,0.5945945945945946,0.32432432432432434,0.4090909090909091,0.5454545454545454,0.4090909090909091,0.045454545454545456,0.2727272727272727,0.36363636363636365,0.36363636363636365
Marcelo Alfonso Díaz Rojas,35,34,0,0,1,103,34,58,11,28,1,21,6,0,6,0,0,0,6,0,6,3,0,7,3,5,2,0,8,0,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0.9714285714285714,0.3300970873786408,0.5631067961165048,0.10679611650485436,0.03571428571428571,0.75,0.21428571428571427,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.0,0.0,0.75,0.25
Marcelo Antônio Guedes Filho,86,82,1,1,4,164,127,35,2,31,12,18,1,7,34,0,1,1,34,0,131,77,0,28,15,23,5,0,25,12,8,5,0,3,0,4,0,0,0,0,0,0,4,0,0.9534883720930233,0.774390243902439,0.21341463414634146,0.012195121951219513,0.3870967741935484,0.5806451612903226,0.03225806451612903,0.5357142857142857,0.8214285714285714,0.17857142857142858,0.0,0.48,0.32,0.2
Marco Höger,15,15,0,0,0,39,9,25,5,13,2,7,4,0,4,0,0,0,4,0,3,3,0,6,5,2,2,2,5,2,2,1,0,0,0,2,0,0,0,0,0,0,2,0,1.0,0.23076923076923078,0.6410256410256411,0.1282051282051282,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.4,0.2
Marco Jhonfai Fabián De La Mora,49,45,0,0,4,214,24,121,69,63,4,34,25,0,23,2,0,0,23,0,2,1,0,12,9,4,8,0,22,3,13,6,1,0,0,1,0,0,1,1,0,0,2,0,0.9183673469387755,0.11214953271028037,0.5654205607476636,0.32242990654205606,0.06349206349206349,0.5396825396825397,0.3968253968253968,0.75,0.3333333333333333,0.6666666666666666,0.0,0.13636363636363635,0.5909090909090909,0.2727272727272727
Marco Reus,74,68,0,0,6,343,51,153,139,103,5,38,60,2,32,1,1,1,32,0,5,3,0,24,15,9,8,7,22,2,10,10,1,0,0,2,0,0,0,0,0,0,2,0,0.918918918918919,0.14868804664723032,0.446064139941691,0.40524781341107874,0.04854368932038835,0.36893203883495146,0.5825242718446602,0.625,0.375,0.3333333333333333,0.2916666666666667,0.09090909090909091,0.45454545454545453,0.45454545454545453
Marco Russ,108,98,0,0,10,228,124,87,17,77,22,46,9,1,51,1,0,0,51,0,109,54,0,35,21,19,15,1,24,8,13,3,1,1,0,7,0,0,2,2,0,0,9,0,0.9074074074074074,0.543859649122807,0.3815789473684211,0.07456140350877193,0.2857142857142857,0.5974025974025974,0.11688311688311688,0.6,0.5428571428571428,0.42857142857142855,0.02857142857142857,0.3333333333333333,0.5416666666666666,0.125
Marco Sailer,10,9,1,1,1,139,17,73,49,27,2,7,18,0,5,0,1,1,5,0,5,2,0,2,1,2,0,0,12,2,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0.9,0.1223021582733813,0.5251798561151079,0.35251798561151076,0.07407407407407407,0.25925925925925924,0.6666666666666666,0.5,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5
Mario Götze,35,30,0,0,5,246,44,129,73,78,8,34,36,0,15,0,1,1,15,0,2,2,0,20,13,6,10,4,24,0,14,10,1,0,0,1,0,0,0,0,0,0,1,0,0.8571428571428571,0.17886178861788618,0.524390243902439,0.2967479674796748,0.10256410256410256,0.4358974358974359,0.46153846153846156,0.65,0.3,0.5,0.2,0.0,0.5833333333333334,0.4166666666666667
